repo,hash
mock-server/mockserver,b607ad690543b17a6f6d6ecd92292ca3f28afe0d
Fuzion24/JustTrustMe,861c5faffeac1d3eb11323362db3256c66444dc5
Pay-Group/best-pay-sdk,c95accb7baa0ec786a56fab1f2d47bc277777930
renrenio/renren-security,d492800bb364c8f054461a18ad10f0eb7162f675
apache/zeppelin,85bb3b4ca2d4a5c79194f8c12a90b732d777ccc5
648540858/wvp-GB28181-pro,94a0de0d275ec30feac3aadc8d41db042aa18c6d
obsidiandynamics/kafdrop,d129a8b86640b9476829bc55257c82a3b1c2e7e2
WinterChenS/my-site,61be5f40cebca7bda9a2a5fb6ea0ee9fd1982ae6
plantuml/plantuml,c72487595bb43eddb6f818048434f2176aa4f684
confluentinc/ksql,2e6ce224773647c6719d54a79e0d271b842ca26b
brianway/springmvc-mybatis-learning,36c0cddd3ec62bdd3fc33b6e9c5f951fec53f417
confluentinc/schema-registry,ab2e5d91141ecfefa775fc27c0cd5685d78bcf73
Tencent/GT,6e115aa7927441a7348f747b1316d5f4c4b4241a
apache/storm,304645d9289c29e31ba0de28aa907b34de7debde
dongjunkun/DropDownMenu,63e308f94282fa23e4a8c043328033913c88214d
jishenghua/jshERP,f415187521bc9e3d484461a1e07082713fe02189
ronmamo/reflections,f5514b125c4f4b58e92beb0979a40ddce48d5be1
BroadleafCommerce/BroadleafCommerce,380928ea2c30a78436f7ca3d07f1fa1dd63385dd
sohutv/cachecloud,327e40aa769db74af4b8cd4ba89b84594981804a
Angel-ML/angel,e53cd11be56e2aeff89ef443ae61248fa8c4a724
react-native-google-signin/google-signin,42a606e253773f13f97f0361e19119997bc60d60
alibaba/yugong,94a5888688415510a20bd72d246cbf93eb1d43f0
nacos-group/nacos-examples,6fee32f8c4a3693ed54e9528ce29e6426b951a62
micrometer-metrics/micrometer,b5419cba582a71900362358c7a4dafe573832b5d
brianway/webporter,31fafaec9993c99862e07b17d9bb64a4b162b4c1
macrozheng/mall-tiny,a6d03ce9f73678872d9d75febe57280c13963865
provectus/kafka-ui,53a6553765a806eda9905c43bfcfe09da6812035
lingochamp/okdownload,cb6e20f2484927ef81728355fad3231bb87859a9
oblac/jodd,64789830911f722d4ed0330edb95ab0bf9ae41dd
alibaba/TProfiler,8344d1ae2d4a83f6c7ead16fec392b5fce95bba5
zaiyunduan123/springboot-seckill,6343f3c33836edf26df7005e02ba9643818fdb75
openhab/openhab-addons,01dc99c6b6da7956daad718e7da7ad19380b21bf
hmkcode/Java,6c5c149014c5686b3abb51c9f0e0c0165740d793
callicoder/spring-security-react-ant-design-polls-app,362fad90cab17e76453b3b9e273c594de6ee3d7f
sarxos/webcam-capture,fdfcaea80c8f50eeb8f7c24475ff85a3c1fdcb32
Marswin/MarsDaemon,dd04983a389d5db73e18849d8c48a5610cc1e27a
yangzongzhuan/RuoYi-Vue,8873dc9b6449a6b6643ed80ed2a638935da88074
kiegroup/jbpm,d0e6241dfd9c75fa30e426359f7e73724d23c41a
qos-ch/slf4j,7c164fab8d54f823dd55c01a5a839c153f578297
rememberber/WePush,7eff628d91598558e663d2997529ae1265db248b
bz51/SpringBoot-Dubbo-Docker-Jenkins,d7367a3176cf4baef8cce11ec5c5af3b648c80fe
javaparser/javaparser,83f4dbfd4e0778d4c1d93142f55ff55aab65d32d
gouthampradhan/leetcode,2f69b2f03397301012e74e106b0e93941f3ff925
in28minutes/spring-microservices,b88121cffa5a70a72880bc084db0bb35fa3756e5
xtuhcy/gecco,a0c18d230e850adc915a6935db01202256938a4d
CaffeineMC/sodium-fabric,81b3e6e0f8e24b1d3849cc02c326128ba68649df
Atmosphere/atmosphere,3f7bb14d7a121478ac4f7bef51cd55c5a08d2c47
killme2008/aviatorscript,44feeb1e061031d3266f352cf57cb535eb48449d
egzosn/pay-java-parent,b95efc4f3ac9eca7a4e49502d27967d3ece19d7d
orientechnologies/orientdb,0825ad65e1c9183128c25201f0605e482cf47c94
spring-projects/spring-data-redis,207563380941d577b998704f28759b6c8a9f869f
chengxy-nds/Springboot-Notebook,4d0c89d007656bfe97aac2aac9882462980ef6c0
spring-projects/spring-data-book,3a9d2e35184d5361f1d305f4eb84b5febf87b992
apache/incubator-streampark,106160b630952a00b0248ddb6eb2bb815ca7c6f3
google/volley,a4b92e04473aff9651521306d765650958f41620
jboss-developer/jboss-eap-quickstarts,a1364c1263523ba0e34f36c28cc0fa7b0b18b19a
ongakuer/CircleIndicator,7847a2262f109127e4e03ca77f56253c2b128ad4
SpigotMC/BungeeCord,1ef4d27dbea48a1d47501ad2be0d75e42cc2cc12
ityouknow/spring-boot-leaning,6bff72be6ea75fcf311ea167aacda3a3c00a77e9
elastic/elasticsearch-hadoop,def5b788997d320b9aee8cc13c62f400d60b2c04
ethereum/ethereumj,200882753ee7c1a516d72b22cc5073055aa0c978
pedrovgs/Algorithms,b04396ba1a8bf094494f9ba514ecbe806fdb9776
testng-team/testng,a9c0174628a5fe072e92baa0d4213357c4894a1c
nutzam/nutz,17c2dbc97e705b9ea670a16bbebbaf63faf7bf2d
ysc/QuestionAnsweringSystem,83f43625f1e0c2f4b72ebca7b0d8282fdf77c997
jetlinks/jetlinks-community,19f90e3cef626b9bd95cfa6da133b91ae33452f1
AbrahamCaiJin/CommonUtilLibrary,51c76682aa469dbaa6315dfb966c5b3dd8b729af
oracle/opengrok,dcece9af50ccee3e36ad2ad5a88f233de6a0a5b4
douglascraigschmidt/POSA-14,03bb5dddbde65832a5b93759092ab19b3e20a4cd
essentials/Essentials,d36d80933f8f672cd8bb0f210adc23aac10850ea
jfeinstein10/JazzyViewPager,05fab564593adffec28c76857520ab35f908dea0
jboss-javassist/javassist,700be6f6f9546e8af049b1a763ce27f1fde5955d
discord-jda/JDA,8e62a9621656510cb5e2b5b29040c5301c30c0a8
qunarcorp/bistoury,b83b87032c3a394df31300a4fe3a1123cf6d7917
Chora10/Cknife,79dae24e2a9917ffa983c68def4dc858e295451b
EngineHub/WorldEdit,375bf84a7e12a99048a56ea259d14fe073997e65
AxonFramework/AxonFramework,e2ac8c95aa72caa6ebb063966cd6ec0a93059c6d
apache/hive,de49826286e57976be447c00f9b9abfc41bc305e
lendylongli/qianghongbao,291276fd9477b71af2b1176c3ce6aa8bcbc4f994
wildfly/quickstart,59c5fad3ee14ad14628b279c55415e1b8a589c8f
vavr-io/vavr,26181f14b9629ceb729a73795d3854363c7dce0e
killbill/killbill,33aa3e9a65bf40de10edee7429341370488d4fb5
binarywang/weixin-java-mp-demo,10baae95531973afca45488e38b1865d93fdb03e
alibaba/Alink,edb543ee05260a1dd314b11384d918fa1622d9c1
2227324689/gpmall,c5dd5bacb052e2d4afda5ed1f7f07c17428192d5
jiayaoO3O/18-comic-finder,6caed4df25859439ef1ed9f3d9048f359c8e50f2
spring-cloud/spring-cloud-kubernetes,314dc813a9a12a10b1fd33f30a15098b9d88aa66
wix/react-native-notifications,bffb31fb0d1392f51c6d363917f3ad03323b2490
plutext/docx4j,1f496eca1f70e07d8c112168857bee4c8e6b0514
aurelhubert/ahbottomnavigation,9241f2a1d9f2321d9fcc1f98e2cdcbea5ddd0ba4
vector4wang/spring-boot-quick,e3accf3caca9b05ccdf851fe7a4706ba2c4355c9
spring-projects/spring-data-mongodb,99891b355e3d16af8fcbb1a800ed0ab16f0ea210
spring2go/staffjoy,4abd53705b1c89daa4313e45cb33aa1ffd5f959f
react-native-linear-gradient/react-native-linear-gradient,2d67c42e2935bb1da425f1f890bcaf64594806d5
linkedin/databus,001ff16e9325694e8d833283f405058eff9cb7ef
xubinux/xbin-store,b26c7142eaef948f27e05a8252ea11e5600c4f01
DTStack/flinkStreamSQL,fd15f55eaebc7437fc9856d4d0855d54bdc0a1d3
apache/fineract,80bcb27b0acf380bb00cf62053eeb04017fbe128
yidongnan/grpc-spring-boot-starter,68c786a6228c54ccd4b76828952622ac2cb89ab0
sanshengshui/netty-learning-example,e456af21bfdae2b7c7b7d88d41281597049e4113
luggit/react-native-config,bb3d8133612f3d3df9f7cc019f5d4da8ec61d689
osmandapp/OsmAnd,dd8a5606b1b1d45746b5a5d12868c8fb11b458e6
GoogleCloudPlatform/java-docs-samples,85e60ed9e2b6666c8920201caad2ef1f8a46849f
flowable/flowable-engine,dafa95139e609de32e8f57181b58dd4c63119937
sofastack/sofa-bolt,829be5568bb06e9c599f86b06f3b4dc1d282db97
yhaolpz/FloatWindow,23d9b7327280b302bbf88a1a4bea9d201b707b59
x-ream/sqli,704f0b43ba42a23ab423294e8e2ddc4806f32b29
apache/mahout,8393fe4b410cf2da478dbbd6e8527d4cb681769c
DataLinkDC/dinky,20272b32b862d5333e7be10fb787a1bbf0420e33
huanghongxun/HMCL,54188bf8f211baec994e81c2d2a9e8a5d318d1ee
go-lang-plugin-org/go-lang-idea-plugin,e73dab44213ffa76b3d6a853aecb109929c3e2b5
wszf/androrat,e831ccbc6740dd2b9329f65ef25496803773f65f
mongodb/docs,11f7bbd3caae42743f8854ed1baf58478ed2b914
googlemaps/google-maps-services-java,181da342a9793147f286fd7bc6018a546d4da471
ZHENFENG13/My-Blog,f0c238daadd7d061b0d91f64ca692297a57634b0
spring-projects/spring-integration,261589a41748fd92411e3c097278a3b53ebe6d11
sherxon/AlgoDS,1e3d94400066d5c7fcc8b20a34b08d14258578e3
QNJR-GROUP/EasyTransaction,cadfc96d2d6fc9df1243f8b18f47b29a28b76ae2
sunfusheng/MarqueeView,8dbe328af7d1bf7364f33698f710747630461ee2
yinjihuan/spring-cloud,a5a963ebf8c99cf78f9f44a9940955661525957b
MiCode/Notes,81a66024fe48eaa2206b854430856fe3875ff3ba
angryip/ipscan,4225332178759948e04347560002921719079454
201206030/novel,2270072d7ee1aa0fd193676e76bfcbfeeae2818f
moquette-io/moquette,f2bc7a41704cdbe878cfdeaf9f998c2f8915f5b2
lilishop/lilishop,a9d853c7317fe6b33f10c4574c7c76d89a3efa91
tianshiyeben/wgcloud,d5189c07aadcb41f08c1dc38d7464ca453e7ebf8
sofastack/sofa-jarslink,c84f885fda4a1d53345ae37606214e0805b002d8
binIoter/GuideView,39d131a88bd2e7eb8b0b12cd353e3a11dcdaa59c
amirzaidi/Launcher3,5605dd10845b2ed841cadaf3dddcb0205c057c60
apache/rocketmq-spring,33a4186f6ab19cc3b1bd3305450476fe35141c3d
lsjwzh/RecyclerViewPager,912e64f3d1d11acaff42267985fb6364a53e4eb4
eclipse/paho.mqtt.java,f4e0db802a4433645ef011e711646a09ec9fae89
EssentialsX/Essentials,79449ef663ae778fc63a1b1597486375c252f598
Antabot/White-Jotter,9bcadcf937ca22f5eef75ecc3645dd76487def15
apache/cxf,202c5104380a1b9a49a5e84ead92e082ea5c7682
tronprotocol/java-tron,ba20e2594ca6ab2d0d50a0b15b9c6052d636bcaf
jprante/elasticsearch-jdbc,10df51a707572ba40abc2009aa02b99b8d28cbf7
liuyubobobo/Play-with-Data-Structures,43165024338a5d7f5414948c1fadf6e82454e413
rubensousa/ViewPagerCards,75d8004b8dfcf34f17629f73a0c0c116bb487bce
huaban/jieba-analysis,e46e44ba2c7b8534a9b489801f4ce0d38378ad1a
google/j2objc,5666eddd6fa893a12ed5aee994405b8b30168884
stanfordnlp/CoreNLP,f8838d2639589f684cbaa58964cb29db5f23df7f
habuma/spring-in-action-5-samples,ff98b2ec36eeb627e4547713c8acbbd26a0eaa33
SpringCloud/spring-cloud-code,bca58f0b8069d9afa71bc18621cf825cb941d67f
rohitghatol/spring-boot-microservices,a3c9df9350a07578df281949e6018d01ac37238e
ChrisRM/material-theme-jetbrains,4b3683f00cf2e0000a627ff05d80f38748f0baaa
mbechler/marshalsec,9660973a779d9827a6c28f4b694fd7f49c39d4ed
jayZheng87/Thusy,6067e1410f0733a8a1c68ef05d7328d28909f602
zmxv/react-native-sound,1aa45f25c8c03ea5c17fac18564c3928bd023113
spring-projects/spring-session,11ce4b45619e6f0abeeec6b09fc8e43c074105e4
happyfish100/fastdfs-client-java,45d9a89e2583297a47870a47694184dffb265dc7
openjfx/samples,f44ca19e4178ee01663d7a2ae8a5da8e58eee1fa
algorithmzuo/algorithmbasic2020,c71953ac3d72158e25ee32435a76d7ece5a09170
processing/processing,459853d0dcdf1e1648b1049d3fdbb4bf233fded8
camunda/camunda-bpm-examples,b425f2423ac55d8f4f630a7b6a5a15f43e775d60
shyiko/mysql-binlog-connector-java,dd710a5466381faa57442977b24fceff56a0820e
internetarchive/heritrix3,8563f491a5b355c39a89f51b17c76aaa84752a8a
microsoft/malmo,b59258d812a2600c0c615358684fcf660d83455c
codedrinker/community,0a13c9f281eacf30cde4b1811dd904bfae5c7da7
guolindev/giffun,26227595483a8f2508f23d947b3fe99721346e0f
haifengl/smile,381da70a2de1eb9b899e4a390c8994e92876d11d
java-aodeng/hope-boot,bdd4a5c4eda9884e6cd3171f4dadf94785e3f903
mercyblitz/thinking-in-spring-boot-samples,a2a83399185fcb11c40ef679a6b9ee55008242c7
kanwangzjm/funiture,71ca0fb0658b3d839d9e049ac36429207f05329b
jeremylong/DependencyCheck,24f4ddfbab4192f686b5e8de1cf0e7aa8dfabec2
puniverse/quasar,db0ac29f55bc0515023d67ab86a2178c5e6eeb94
joyoyao/superCleanMaster,e57c8847d801ebc26da2ea9ee2f850aeb21d209e
codeestX/GeekNews,4e761b6be2991e0f99a22b6c121caf021bb09b16
jenkinsci/configuration-as-code-plugin,141282d0b65d2295cf0d4d258e410738619a3e5d
EhsanTang/ApiManager,7daad08237e1c5909a5f782cfb76f136f4eeed52
FasterXML/jackson-core,2ef15d37c75c33b68a1c5325f23b20c3b2a128d3
opentripplanner/OpenTripPlanner,8d5490eb4c38ae7624f3e22df3790f159e250dc8
welk1n/JNDI-Injection-Exploit,3fdc510ed7467b144170603dc70859234c2fed1f
MiguelCatalan/MaterialSearchView,53e163c90da5d25b0d88aa182f91027487bee043
PlexPt/chatgpt-java,0ad1eef8ee4e09a2f880f86427b3953b4b5b6109
pingfangushi/screw,33fdb4f4821175b82ea6c28fdabd63d6697de059
amulyakhare/TextDrawable,558677ea316e60346948b381e5e274f49b00d370
xuxueli/xxl-sso,414923779d40487c1c200d0b16f499d46d8f218b
dromara/dynamic-tp,e5b2043de019d6ca0db1453a01313ef60ad4a638
apache/httpcomponents-client,9c83250ab423859df6ba378c7c6ab484a51ca243
tyrantgit/ExplosionField,3122cb6c5783218f1a08787e6a6241e6e745695f
mercyblitz/tech-weekly,92ffe0b6b3d1f22634eb8b3d111e48f4bdc38b3a
Sayi/poi-tl,6dbec331b34ff7546de107f32563f360f7bcf217
trinodb/trino,5abd426e5dc356a8a50650ef8197e692c13757bd
apache/cloudstack,2e9b3d8e084b5f6ddf4690afe266e0a2b3f751bb
gaopu/Java,40f269fbe8ca23fbb07ac642cd8cad9410cdd08d
conduktor/kafka-beginners-course,5d1df92a318c5ac3cdd1bd41f729921a04e9cce1
reactive-streams/reactive-streams-jvm,a625d3aba756e9842ad1291a5b73f5db280b6168
andkulikov/Transitions-Everywhere,226eb81be7f3e1487886594812f56a289ea3d72a
Java-aid/Hackerrank-Solutions,7ed5e36f0993b58fb8da18799f66f5e6bf913b67
aliyun/aliyun-openapi-java-sdk,c7219347d0eeff58c03a8f385a0755dafd218a60
beefe/react-native-picker,6fa89e921c93279e8c0ef6dc871bd13aeddad158
scalad/Note,6ae261e6374cd98338ad70d4f391e9f0ea20b34a
hongyangAndroid/Highlight,681488714b58d676ac7ea3365d27da194dbbbe9b
fesh0r/fernflower,e52e88a7488d02fae7dd94291e62877954efcd10
DingMouRen/LayoutManagerGroup,9503b3c1591683053dad011087b1f6e228d62a82
apache/nifi,da4c6f6e253ad0a490f60554ea57c204927432a2
spring-cloud/spring-cloud-sleuth,4446b76e415dc5f5be318d562d75393c48e534e2
prometheus/client_java,1bce0ebc6093717be083d6883a6b12a70aafee1f
digitalsonic/geektime-spring-family,c80cae1a40a8a1dbfa01930c0eb396ae6bc230c3
geekidea/spring-boot-plus,b05066a8b57589c01a05328cd6b7af50262cbc0c
nanchen2251/RxJava2Examples,d2eb89bb78aa7b16ccf9e3b5c95c98d3c2a51b46
apache/drill,aa52f05c33b786c5eda002e713ccfee7722753fc
qiujiayu/AutoLoadCache,f0138dfb98d716b0e2f971c7af7c94215ce64089
201206030/novel-plus,4497dd1974e3ec98af2f2921e03a12c8ae58bc81
rubensousa/GravitySnapHelper,5336f036ff0b05fb1f80d555dabd6a85fca11586
lyrric/seckill,3c7a6fbd020a0498346ec775a7965348354a6466
vipshop/Saturn,d86921ccbb2ef7f261facc6e2b5c788099762eba
pac4j/pac4j,e9bd24f8a6773df2a7698fea79fa37d1e24be31f
doublechaintech/scm-biz-suite,2780f452e3719161182d0ad0a7973754b5a6dd30
thombergs/code-examples,ced202b9d9df98978b05245abc3a7c0ce6c041b6
dkim0419/SoundRecorder,dfe1e1caa2a091def5233927f99b6a746fc5b320
linkedin/dr-elephant,916c25d5845f534ec2648fe17d978cd48a8bd284
MiCode/FileExplorer,d4876cd6bea3fca3f808aa6263fdc5655c089646
mplushnikov/lombok-intellij-plugin,272ace7f284085d36a5dc78daa2bf58fd31f2488
zzz40500/GsonFormat,23c0f5f6f1d24d96d369c58aacdda05e5a871eb3
datastax/java-driver,16260261d3df50fcf24fac1fc2d37896c4a111bf
reactor/lite-rx-api-hands-on,496750b8750e0c25b619a12bea7ee8e2f3c2d472
sunfusheng/StickyHeaderListView,3ccece97636b15bc38e19d086fa1b3d890f738ce
loda-kun/spring-boot-learning,87e7fb5518f223a2ddfaa1a7c543988a52868751
Grt1228/chatgpt-java,68de0bfa770acec81a6a191ec239449d6c673012
jeecgboot/jeecg,2608008efc47594c8920d4de74f3b3d475c348c2
apache/phoenix,163d11afbd343183ccb8a7f86b5395566a0f154b
cloudfoundry/uaa,bf517264601d062b30b23084f058899ee27087b7
zaaach/CityPicker,1fb325bb0e978f2a88a3af7c6a39a785bf69e9a0
mitreid-connect/OpenID-Connect-Java-Spring-Server,d074573de0c8b8e339add89a17a2bd000a1c6378
springframeworkguru/springbootwebapp,afa695b7b1be1e5978320175ea2aaf13be0bd013
NightscoutFoundation/xDrip,39370edfa35b5ce79fe5fba2c17dd1cffaed09db
Baeldung/spring-security-registration,1469da87283143dd2017d551caca9f707cafe94e
wkeyuan/DWSurvey,2833dad0cfbc7abd368be427ad18f08352e33f17
exchange-core/exchange-core,2f8548749839e9095c8dc597e4b61521d259fa5d
FabricMC/fabric-example-mod,60fdaa75228f5601e29af8611dbc0c5560e1544d
itmuch/spring-cloud-docker-microservice-book-code,d198abc5fbd6f59eba6e6bb486f42c5e2d34865f
LaiFeng-Android/SopCastComponent,a95bc36d8ddbae13207c4df8e7b0736ce9b745eb
NotFound9/interviewGuide,2d117250c7df32ce37fd8f635c37bd221310531d
rbmonster/learning-note,e9e4faa06e940be40753c970040f88e8c25b3311
Kong/unirest-java,542ae911be706027e4dfd291d1b7e3ca0544712d
ngbdf/redis-manager,9dccdce7f2c91887aa659a5aab5aaacf4b92fb9b
alibaba/jvm-sandbox-repeater,0635a6a9aae9fdc20e0ec3f197aed5519b15fc1e
dromara/raincat,9336dd0a0f04a22eebfbaf29db6cd5b0ddcc3ab0
open-telemetry/opentelemetry-java,5ccc7fccb3fd0bdfa902bfea7bcee43384cdcf3e
saulmm/Material-Movies,1e12ec5968c133375df60ee0a6c9692f08f49ec0
sublimehq/Packages,92b4c0bdafaa859621539602a0952b8edcc591c0
LWJGL/lwjgl3,fd9ece8d0e475465e3676be3362a482a2c683346
seaswalker/jdk-sourcecode-analysis,b830a57a67c7fbdf22bff345ca6ad5e5555000a9
jsquared21/Intro-to-Java-Programming,1fcbde2319c24dd7065d26fbb366a44466ed0ecc
confluentinc/kafka-connect-jdbc,aa8466c30b09d3d12f4ca502b16f3c19ac7b2593
unclebob/fitnesse,512949276af49e37a23ff176417c1c3fe1ad4395
zhegexiaohuozi/SeimiCrawler,f9e6de4a8501da40038f7947721e93192774cfac
alidili/Demos,890f2488c04f4c102a0296fb3779800a4199abc4
yzcheng90/X-SpringBoot,57a012318a148573e0587d72eea66d7eb31c1cb3
s4kibs4mi/java-developer-roadmap,7f6daf505e0e143576d18b0ad21aabbcbf6ce03f
GitLqr/LQRWeChat,6fbf1e8240cb3c6d0d3c1ad43b5721a1a8c2d897
javamelody/javamelody,44ea1a79a179943ce7fbda10837ef2ab3e49f57a
assertj/assertj,98e3acd033bab2ec3faa07873094281620bb5f51
xianrendzw/EasyReport,b89cc231d469de91450ad9a2412c25b249333267
eclipse-openj9/openj9,c9b2519babaa881d018fb43ffa7d67feb816d646
java-native-access/jna,237206727cab3cdfd0285ed57035ab3b64179ed4
JeffLi1993/java-core-learning-example,09f71b5606eeec1c65afafa4b3c7eddcc4a96732
LuckyJayce/ViewPagerIndicator,a982f75db6f28f1016e15ead7b6a23cd5b2e5b1a
chillzhuang/blade-tool,077a6bf44d7070c1f7557d464e01d27f82811b71
gitblit-org/gitblit,e45fe069441d0cde5391e381500aab93a7fa11ac
pytorch/serve,7b36a5dae442429389df2718bc7593106f0f2d7d
apache/ambari,d439b213348e44fc2d6892437c725d61d731ac7c
google/open-location-code,817c0086479ac263d328f903605db8233a018546
bonigarcia/webdrivermanager,3590a65dd10a77f2b5ab89a08a238e113670d2cf
phodal/migration,772edc8aa357311626d2076cb86b3a30d0f024b9
ta4j/ta4j,2acd4dea235ed814dd4506b364f0c769c8549899
voldemort/voldemort,99127eab3078eed90faa66cc671259a85cb89464
apache/beam,f6b43ce1736250c044ad90305351662bb95533a7
Red5/red5-server,3ff4e67da6bc2445dd4e372131f9cd3d20a225a1
spotbugs/spotbugs,ae6b06e3f9edf81063cf5935ab0dbe80af039497
apache/atlas,6b36c59a93b9963b7a9797f3f7fec25284f7af96
confluentinc/kafka-rest,6fe8cc9ab4cb10766dbd1fd43d98cdfb01c12ac1
JCTools/JCTools,463181b8dc147d045db62d2823c82c790abbca73
soot-oss/soot,c0ee36a191142d8cdd6eafb4ee67cb9ec8d429ac
notnoop/java-apns,4b02c9e9196087530590bf6442abbf3c35423216
nayuki/Project-Euler-solutions,1c4a06b8fd5caee4f885c54002117b50b97bda46
ctripcorp/C-OCR,345ec57c9e0afaf2fab903f90cadbc5376a8ad74
resteasy/resteasy,7eaebb776d3e20bc8f4b2f288639bfe63664c786
tonikelope/megabasterd,b7598c88c4a6f8e34cad5e3a4638310d462ba9d3
pgjdbc/pgjdbc,5709a20fbef453749d2394e11502527e4a3ab5bb
race604/FlyRefresh,b3049ab0ec2053b23c6a921ddd23bb6e40820ce9
youseries/urule,e7f2f434027c53362c8a5dbfd22e9c313539ac76
Col-E/Recaf,e9765d4e02991a9dd48e67c9572a063c14552e7c
tchiotludo/akhq,d688fecb55cc45bbc6928906618f8438108492c6
crate/crate,058ff9e8e4bbb066a21952cb9218995f5916fb9d
dunwu/db-tutorial,4c3ab73e81ffc9ffa15dcc1f9bf6a9cab545852f
hierynomus/sshj,f4d34d899d9cf91b545a37d75446110440650970
saulmm/CoordinatorBehaviorExample,c6b3d22f53fa0754a3d116795346f558895b74d1
dunwu/javacore,8cbfa11a9c7a51ea14511b803d272affc3fbee9c
aliyun/aliyun-oss-java-sdk,3f0a1a8046aa9312fdd2030218367f4c719dcfad
CarpenterLee/JavaLambdaInternals,06031ebd7bff805d228b48849b77f1c221851298
Raysmond/SpringBlog,07ceda2460e27095fa146e88c3bbfe66728728dc
helidon-io/helidon,5f90f74f3de34116065e1684e271087036b72290
jenkinsci/git-plugin,4013cb4aabdda23e4699578eb53ac0e8cf1f45bc
IrisShaders/Iris,77b3ea225d87fae9257eda774e59fb5430ae60a0
coderbruis/JavaSourceCodeLearning,a892201439d38587dea8b65266324c4cd2b394d3
Arronlong/httpclientutil,e6944efb08dea4dc227bf4bc79d217c9f1862836
reneargento/algorithms-sedgewick-wayne,4a7916a987e57b2a6db458a82bbe4beedf73da05
FreeTymeKiyan/LeetCode-Sol-Res,21a7b5bf4a42a205061ad0d6aef54b9d343f87aa
smartloli/EFAK,186616215bbdbaa5fa20394583aa49aefa80fd10
jonashackt/spring-boot-vuejs,c2e25f437d13d7ee45b8c0058b4cf5a681fb87ee
zongzibinbin/MallChat,282134fd88780039fb8ae8724ca5edb14300febb
google/data-transfer-project,237fcc60e528a8b5d9d06f082faf5b76cd73d642
atjiu/pybbs,89bb9cc0114b21485f6392affb3eca939cab5fe3
jenkinsci/blueocean-plugin,62edb17d58804c255d9e31c71a5044aacd65fa07
boylegu/SpringBoot-vue,636ee6ead0d6315910784275ab8ed7be1d421370
apache/struts,248bc72144d547031f7d245dd2567ca9bb4deb80
OpenHFT/Chronicle-Queue,32c196a3f8159a6273475c8a3ce8ee3175933eb5
codingXiaxw/CustomerManagement,2db457409d446f5bab9d17835f180e5bcb514469
hefuyicoder/ListenerMusicPlayer,ec0f9b2b17fc5399b1ef0fe85a74e83a03d1442a
reactor/reactor-netty,9eea373ecd63594c260a8e32c015962a70f2b734
GoogleCloudPlatform/DataflowTemplates,abbacd4735d2324f513dae9304e22fe374debb92
aws/aws-sdk-java-v2,3fbf13cbed80c3e8ce355963be8f7bcffc2a49ab
lxy-go/SpringBoot,af8995e8f21ecdb6a94ce0fafbd8eededd9f9988
aragozin/jvm-tools,840b7dbc600500f5e1d29aadf913b06098e511a6
zhp8341/flink-streaming-platform-web,bd72dee9f391b93a03cc5bebed4c3b00dacffce7
ZHENFENG13/ssm-demo,79ec97288d3740626ce62213a1d196133df1506c
LinShunKang/MyPerf4J,73c2db1b3008e477646d92148aab7a083e3e1334
wxiaoqi/Spring-Cloud-Platform,9aad4353f9f5eb2b12bb4e7479cf9d78cdfdbc44
yaphone/itchat4j,d5b668be82b622e882924fd59a4ee3f5008c965c
vdurmont/emoji-java,9a90624aa0a50f1785d6a10e1fcb2a296ce468f7
Chainfire/libsuperuser,5f12e7233d4574c8f1f7a49c591e83b1ed88d374
Nightonke/CoCoin,5566b054856db7e25cd6b3dd54ccf96461b32699
learning-zone/java-basics,d1ea04d344ef3eea922fe058f4efd5c7f44e52ab
medcl/elasticsearch-analysis-pinyin,0f7d4c9394aaf9fef46ff3a731e557f0bccc79d0
xmuSistone/ViewpagerTransition,fa92d8296dbf22e4daef0fd2de7b35a587625ed9
Intel-bigdata/HiBench,03a9d63e4dd6aaeef21b21e2d4687a97475877d2
MoRan1607/BigDataGuide,7458a19b5b8d1579b2fd59fc49254130228b01d4
JoyChou93/java-sec-code,8604af55fb68834cf330169cb0a16c27c9e38480
linkedin/cruise-control,bc01564e216dcbea2259e16c7cad906a614f2ed6
a2888409/face2face,b3ef5a2994b06f43d74f168a92299874719eebe7
in28minutes/spring-boot-master-class,bf0eb3ec0dbb188e62d797ad101325c9b0837dfa
javahongxi/whatsmars,06bb3589d87bce43caceb9fb7c0adc9027c2043b
mcMMO-Dev/mcMMO,1f20e6344bbf48a4d17e29879dacb109f91dfa89
qq53182347/liugh-parent,dda544f1d9e7b7697a8bcf684af728f35ee81150
fabric8io/docker-maven-plugin,522cb803ba421455de5dfe7513fbf516e25cb01b
winder/Universal-G-Code-Sender,3cb05e42254c2bb783a546d2a06700cc6a12c584
real-logic/simple-binary-encoding,1467df86d8d81ee3ffb5683b952b1eb3c2bf03a2
alibaba/mdrill,8621180ac977e670a8e50a16053d4fce2b1c6a3e
spockframework/spock,8d1e654b33ea8f416cf00361cec29aa7e48b4d8d
KunMinX/Linkage-RecyclerView,f9bdc69dce11e604fe57178cec5fc852aefe5933
killme2008/Metamorphosis,1884b10620dbd640aaf85102243ca295703fbb4a
sphinx02/AppStarter,c8afc2f542a02eff2378d2aecae54b9f6908aacd
chenssy89/jutils,5c6fd2431cbf01b0af9cd58e4a63d789b9aca9fe
jwpttcg66/NettyGameServer,6ef370c1116bdc617578d496d5d0a578da736084
